Source,Paper_ID,First_Author,Year,River,Station_ID,Season_Norm,Background_standard,Cr,Ni,Cu,As,Cd,Pb,Mn,Fe,Igeo_Cr,Igeo_Ni,Igeo_Cu,Igeo_As,Igeo_Cd,Igeo_Pb,Igeo_Mn,Igeo_Fe,CF_Cr,CF_Ni,CF_Cu,CF_As,CF_Cd,CF_Pb,CF_Mn,CF_Fe,EF_Cr,EF_Ni,EF_Cu,EF_As,EF_Cd,EF_Pb,EF_Mn,PLI
Literature,1,Bhuiyan,2015,Buriganga,RS9,Winter,Cabrera et al. 1999,1884.0,55.41,68.5,24.4,9.18,78.56,593.0,14437.0,3.8027676525619523,-0.880350880042626,0.021216485909695854,0.3234070238132756,4.350497247084133,1.38883242893145,-1.1043932372002168,-2.293978378109385,20.933333333333334,0.8148529411764706,1.5222222222222221,1.876923076923077,30.6,3.928,0.6976470588235294,0.3058686440677966,68.43896469719009,2.664061704199585,4.976718770443228,6.136369691124833,100.04294521022373,12.842114012606498,2.2808714536586954,2.438446455858859
Literature,2,Hossain,2021,Buriganga,BS1,Rainy,Turekian & Wedepohl 1961,140.53,35.4,40.4,,,15.23,,5421.21,0.057918739050186685,-1.5267478867758606,-0.7405322091863986,,,-0.9780465588959508,,-3.707062561887433,1.5614444444444444,0.5205882352941176,0.8977777777777778,,,0.7615000000000001,,0.11485614406779661,13.594783780332762,4.532524050144221,7.816541161679977,,,6.630032778660115,,0.5767701493570387
Literature,2,Hossain,2021,Buriganga,BS1,Winter,Turekian & Wedepohl 1961,158.37,39.4,41.45,,,18.23,,5609.03,0.23033966456622904,-1.3723016174024818,-0.7035154004424428,,,-0.7186479393441089,,-3.6579261558743714,1.7596666666666667,0.5794117647058823,0.9211111111111112,,,0.9115,,0.1188353813559322,14.807598937189972,4.875751296412686,7.751152060952508,,,7.670274539447998,,0.6331205860720092
Literature,2,Hossain,2021,Buriganga,BS2,Rainy,Turekian & Wedepohl 1961,127.08,35.01,35.29,,,16.86,,5321.56,-0.0872224121120629,-1.5427301853177162,-0.9356280720458313,,,-0.8313579644411611,,-3.7338282255683306,1.412,0.5148529411764705,0.7842222222222222,,,0.843,,0.1127449152542373,12.523846390907927,4.566529142493819,6.95572142170508,,,7.477055600237524,,0.5581826275298568
Literature,2,Hossain,2021,Buriganga,BS2,Winter,Turekian & Wedepohl 1961,144.47,39.71,38.49,,,18.93,,5221.21,0.09781053289157421,-1.360994886221752,-0.8104038310147167,,,-0.664288089679538,,-3.761293269337648,1.605222222222222,0.5839705882352941,0.8553333333333334,,,0.9465,,0.11061885593220339,14.511289315865266,5.2791233765172985,7.732256188380343,,,8.556407422800461,,0.6092594346702733
Literature,2,Hossain,2021,Buriganga,BS3,Rainy,Turekian & Wedepohl 1961,115.5,30.29,30.28,,,12.44,,4312.1,-0.22506655563477343,-1.751655668950848,-1.1565222968398239,,,-1.269976015252641,,-4.03728681981597,1.2833333333333334,0.44544117647058823,0.6728888888888889,,,0.622,,0.09135805084745763,14.047293275511544,4.8757736437957755,7.365403296666486,,,6.808376429118063,,0.46550256725974154
Literature,2,Hossain,2021,Buriganga,BS3,Winter,Turekian & Wedepohl 1961,131.13,34.71,32.58,,,21.03,,4318.18,-0.04196162331873074,-1.555145881917574,-1.0509008983000379,,,-0.5125136506514637,,-4.035254072952656,1.4569999999999999,0.5104411764705883,0.724,,,1.0515,,0.09148686440677967,15.925783547698334,5.579393061292435,7.913704384717634,,,11.493453260401372,,0.5531747748797885
Literature,2,Hossain,2021,Buriganga,BS4,Rainy,Turekian & Wedepohl 1961,77.11,27.21,24.38,,,14.43,,4028.29,-0.8079695341776353,-1.9063602904965415,-1.4691893762053436,,,-1.0558912008920451,,-4.135509907277532,0.8567777777777777,0.4001470588235294,0.5417777777777778,,,0.7215,,0.08534512711864407,10.038977112152082,4.688575344990204,6.348080975081513,,,8.453909723480683,,0.40894491754823137
Literature,2,Hossain,2021,Buriganga,BS4,Winter,Turekian & Wedepohl 1961,81.01,30.48,28.5,,,15.23,,4197.61,-0.7367874946609013,-1.7426343442528982,-1.2439255828860891,,,-0.9780465588959508,,-4.0761093231542045,0.9001111111111112,0.44823529411764707,0.6333333333333333,,,0.7615000000000001,,0.08893241525423728,10.121293889724022,5.040179026244206,7.121512797361674,,,8.562682097669866,,0.444255591619662
Literature,2,Hossain,2021,Buriganga,BS5,Rainy,Turekian & Wedepohl 1961,38.27,28.01,15.9,,,16.09,,4017.07,-1.81867360115706,-1.864555263671714,-2.0858607366538378,,,-0.898798174659797,,-4.139533853714431,0.4252222222222223,0.41191176470588237,0.35333333333333333,,,0.8045,,0.08510741525423729,4.996300509796665,4.83990453094361,4.151616310727304,,,9.452760345226745,,0.335289259589792
Literature,2,Hossain,2021,Buriganga,BS5,Winter,Turekian & Wedepohl 1961,43.04,26.01,17.7,,,18.24,,4101.23,-1.6492094242689315,-1.9714308478032292,-1.931138141855196,,,-0.7178567712185016,,-4.109620801860943,0.4782222222222222,0.3825,0.3933333333333333,,,0.9119999999999999,,0.0868904661016949,5.503736412951454,4.402094005944559,4.526772049685907,,,10.49597315927173,,0.3557933135553519
Literature,2,Hossain,2021,Turag,TS1,Rainy,Turekian & Wedepohl 1961,118.2,88.25,65.18,,,44.25,,4412.5,-0.19172937176066082,-0.20890096870031524,-0.05045815008699127,,,0.5607149544744789,,-4.004081176811817,1.3133333333333335,1.2977941176470589,1.4484444444444446,,,2.2125,,0.09348516949152542,14.048574126534467,13.882352941176471,15.493841989298081,,,23.66685552407932,,0.8742219810301168
Literature,2,Hossain,2021,Turag,TS1,Winter,Turekian & Wedepohl 1961,120.15,95.1,70.18,,,46.25,,4512.45,-0.16812275880832692,-0.10105190599829464,0.05617244557661118,,,0.6244908649077937,,-3.971766508825009,1.335,1.3985294117647058,1.5595555555555558,,,2.3125,,0.09560275423728813,13.96403284246917,14.628547293664,16.312872657253205,,,24.188633669071127,,0.9156746120259982
Literature,2,Hossain,2021,Turag,TS2,Rainy,Turekian & Wedepohl 1961,100.1,80.25,56.25,,,38.25,,4310.12,-0.43151743310219987,-0.3459958548491925,-0.2630344058337938,,,0.35049724708413316,,-4.037949418597067,1.1122222222222222,1.1801470588235294,1.25,,,1.9125,,0.09131610169491525,12.179913526511765,12.923756456077927,13.688714003322412,,,20.943732425083294,,0.7788203723726246
Literature,2,Hossain,2021,Turag,TS2,Winter,Turekian & Wedepohl 1961,108.15,87.15,62.1,,,40.25,,4470.0,-0.3199257419762146,-0.22699658273317277,-0.12029423371771177,,,0.42402628250609836,,-3.985402623787042,1.2016666666666667,1.2816176470588236,1.3800000000000001,,,2.0125,,0.09470338983050848,12.688739746457868,13.532964863797869,14.571812080536914,,,21.25055928411633,,0.8346503860718018
Literature,2,Hossain,2021,Turag,TS3,Rainy,Turekian & Wedepohl 1961,65.15,50.12,40.23,,,30.19,,4010.1,-1.0511223233700586,-1.0251108324243599,-0.7466157641999255,,,0.009108256130381865,,-4.142039241531587,0.7238888888888889,0.7370588235294118,0.8939999999999999,,,1.5095,,0.08495974576271187,8.520374942159936,8.675388761025468,10.522630358345177,,,17.76723772474502,,0.57188878524529
Literature,2,Hossain,2021,Turag,TS3,Winter,Turekian & Wedepohl 1961,70.25,56.01,44.18,,,34.15,,4128.71,-0.9423892768299048,-0.8648128187988622,-0.6114940834702809,,,0.1869230777942094,,-4.099986367816213,0.7805555555555556,0.8236764705882352,0.9817777777777777,,,1.7075,,0.08747266949152542,8.923422139656749,9.416386573957654,11.223823206549046,,,19.520382879882575,,0.6235644589967404
Literature,2,Hossain,2021,Turag,TS4,Rainy,Turekian & Wedepohl 1961,27.26,24.1,35.1,,,18.28,,4113.14,-2.308101940020346,-2.0814641006288963,-0.9434164716336325,,,-0.7146964303251734,,-4.105437277140878,0.30288888888888893,0.35441176470588237,0.78,,,0.914,,0.08714279661016949,3.4757765491949106,4.067023075829572,8.950825889709563,,,10.48853187589044,,0.3671239798521752
Literature,2,Hossain,2021,Turag,TS4,Winter,Turekian & Wedepohl 1961,30.25,27.15,38.12,,,20.18,,4012.1,-2.1579523597762362,-1.9095450490544965,-0.8243393829156139,,,-0.572036326276886,,-4.141319890196153,0.33611111111111114,0.3992647058823529,0.847111111111111,,,1.009,,0.0850021186440678,3.9541498079420863,4.697114757271019,9.96576467297536,,,11.870292365594079,,0.3960965111610817
Literature,2,Hossain,2021,Turag,TS5,Rainy,Turekian & Wedepohl 1961,28.15,28.0,33.01,,,20.18,,4218.9,-2.261752579857964,-1.8650704199138914,-1.0319843636030197,,,-0.572036326276886,,-4.068810563233033,0.31277777777777777,0.4117647058823529,0.7335555555555555,,,1.009,,0.08938347457627117,3.499279696392688,4.606720737075318,8.206836431823987,,,11.288440114721848,,0.385561164780316
Literature,2,Hossain,2021,Turag,TS5,Winter,Turekian & Wedepohl 1961,30.27,23.15,35.18,,,17.18,,4137.1,-2.1569988269980422,-2.1394850535986216,-0.9401320193535946,,,-0.8042324642447797,,-4.097057625067481,0.3363333333333333,0.3404411764705882,0.7817777777777778,,,0.859,,0.08765042372881357,3.8372128624721014,3.884079072154834,8.919269805204397,,,9.800294892557588,,0.3678989089322698
Literature,4,Jolly,2023,Shitalakshya,Mean_S1_S10,Rainy,Martin & Meybeck 1979,66.85,35.09,140.71,13.37,4.74,19.6,555.9,,-1.0139599418448406,-1.5394372993440535,1.0597654546156698,-0.5444746585436203,3.396890152568585,-0.6141088463806724,-1.1975999598851608,,0.7427777777777778,0.516029411764706,3.1268888888888893,1.0284615384615383,15.8,0.9800000000000001,0.654,,,,,,,,,1.4342126177875223
Literature,4,Jolly,2023,Shitalakshya,Mean_S1_S10,Winter,Martin & Meybeck 1979,69.42,39.45,147.03,13.94,5.03,20.01,611.9,,-0.9595361369969094,-1.3704719468453994,1.123151145305357,-0.48424356276854996,3.4825614934758526,-0.584241333477502,-1.0591294427988256,,0.7713333333333333,0.5801470588235295,3.267333333333333,1.0723076923076922,16.76666666666667,1.0005000000000002,0.7198823529411764,,,,,,,,,1.522158134511986
